8162716,-0.0354004,0.0268555,0.9963379,0.0763359,-0.0458015,0.1603053,1050
8207352,-0.0319824,0.0266113,0.9987793,0.1145038,-0.0839695,0.0000000,1050
8233828,-0.0439453,0.0217285,0.9870606,0.1297710,0.1526718,-0.0687023,1050
8260356,-0.0278320,0.0285645,0.9941407,0.1603053,-0.0152672,0.0229008,1050
8286868,-0.0429687,0.0249023,0.9948731,0.1832061,-0.0076336,0.0763359,1050
8313388,-0.0300293,0.0258789,0.9899903,0.0458015,-0.0381679,0.1755725,1050
8339908,-0.0324707,0.0273438,0.9890137,0.1297710,-0.1450382,0.0610687,1050
8369192,-0.0363770,0.0219727,0.9931641,-0.1603053,0.0839695,0.0152672,1050
8395852,-0.0373535,0.0273438,0.9958497,0.1755725,0.0534351,-0.0305344,1050
8422508,-0.0310059,0.0224609,0.9914551,0.0381679,0.0458015,0.1221374,1050
8449116,-0.0390625,0.0227051,0.9912110,0.1297710,0.1145038,0.0610687,1050
8475736,-0.0346680,0.0263672,0.9951172,0.0381679,0.0000000,0.1832061,1050
8504580,-0.0336914,0.0258789,0.9924317,0.0610687,0.0076336,0.1297710,1050
8531324,-0.0327148,0.0270996,0.9902344,0.1450382,0.1526718,-0.0763359,1050
8560760,-0.0336914,0.0183105,0.9975586,-0.0610687,0.1221374,0.0076336,1050
8587392,-0.0319824,0.0200195,0.9980469,0.1374046,-0.0458015,0.0305344,1050
8614040,-0.0361328,0.0239258,0.9865723,-0.0458015,-0.0076336,0.0076336,1050
8640716,-0.0366211,0.0261230,0.9970704,0.1221374,0.0381679,0.0534351,1050
8667344,-0.0307617,0.0266113,0.9865723,0.0610687,0.1068702,0.0534351,1053
8693964,-0.0258789,0.0202637,0.9985352,-0.2137404,0.1679389,0.0839695,1053
8720604,-0.0410156,0.0224609,0.9780274,0.3740458,-0.3053435,0.1603053,1053
8749988,-0.0346680,0.0214844,0.9909668,0.1068702,0.0000000,0.0763359,1053
8776540,-0.0354004,0.0175781,0.9965821,-0.0839695,-0.0916031,0.0763359,1053
8803216,-0.0800781,0.0712891,1.1132812,2.3893129,3.4503817,-1.4427480,1053
8829900,-0.0527344,0.0053711,1.0195312,-0.1450382,-2.7099237,0.4961833,1053
8856644,-0.0737305,0.0388184,1.0200195,0.5496183,1.6259541,0.9236641,1053
8883260,0.0109863,0.0563965,1.0551757,-1.3435114,-9.4351148,-0.9083970,1053
8909940,0.3129883,-0.2827148,2.3356933,5.7022900,36.1908378,-3.4580152,1053
8934520,0.9990235,0.1469727,1.0144042,15.7633590,44.9847335,-0.9847328,1053
8961248,0.1691895,-0.0468750,0.8220215,20.9923667,16.9694652,5.9847326,1053
8987976,-0.2795410,0.0874024,0.7487793,-9.0152673,-74.2519073,0.6106870,1053
9014720,-0.5312500,-0.2121582,0.6560059,-15.9236640,-61.2442741,-11.9083967,1053
9041628,0.2133789,-0.2111816,2.7456054,23.2595424,6.1755723,22.4503822,1053
9068376,0.6123047,-0.3024902,1.3066406,6.2595419,74.6412200,11.3587789,1053
9097848,0.4916992,0.1264648,1.3837890,24.5496177,44.2137413,16.7557258,1053
9124608,0.1821289,-0.1191406,1.9135742,19.9389305,42.2290077,22.4427490,1053
9151376,-0.4421387,0.0656738,-0.6730957,0.5648855,-18.2595424,22.3206100,1053
9178312,0.2607422,-0.0900879,2.1213378,14.7328243,-8.3587789,24.8854961,1056
9205084,-0.3823242,0.1479492,0.9685059,0.4809160,64.7633590,38.1908378,1056
9231820,-0.1831055,-0.4721680,0.4763184,-2.0687022,-7.4580154,22.9923667,1056
9258668,0.1860352,0.1176758,1.8725585,17.3053436,-4.1679387,20.8625946,1056
9289956,-0.5187988,-0.0495605,0.6242676,-25.9389305,17.4503822,17.3206100,1056
9316932,0.2165527,0.0822754,1.5998535,18.4198474,-26.0152664,18.5267181,1056
9343724,0.3308105,-0.3659668,2.4145507,-0.4809160,51.4045791,23.0458011,1056
9370588,-0.6215820,0.2797852,-0.9196778,-10.0534353,-23.2671756,26.6564884,1056
9397512,-0.1352539,-0.0341797,1.3652343,39.6946563,11.0000000,31.2290077,1056
9424272,0.1364746,0.3576660,0.6689453,-7.5114502,6.7022900,30.3740463,1056
9453564,0.2622070,-0.0317383,0.6884766,17.6030540,34.0076332,32.5572509,1056
9480172,0.0734863,0.1511230,1.2734375,4.4961833,13.6335878,31.6870231,1056
9506752,-0.0190430,0.0402832,1.0490722,1.8396945,3.4351146,51.7480926,1056
9533288,-0.2819824,0.0971680,0.4335937,-33.3587799,9.9236640,47.6641235,1056
9559936,-0.2487793,0.1699219,1.2153320,12.7099237,-15.1832065,50.5877876,1056
9586728,-0.0444336,0.3728027,1.0161132,-30.7938938,-23.1832065,41.8854980,1056
9613432,0.0197754,0.1069336,0.5686035,1.7786259,2.1603052,53.8473281,1056
9642800,0.0349121,0.1853027,1.4533691,-0.7328245,-3.4503817,32.6488533,1056
9669544,-0.2373047,0.5688477,0.7187500,-4.3893127,-33.8549613,49.0076332,1056
9696244,-0.0297852,0.2180176,0.6848145,-10.0916032,3.0458016,46.8091621,1059
9722876,-0.1254883,0.2663574,1.0495605,14.0305347,26.8396949,39.9236640,1059
9749528,0.1286621,-0.1032715,0.9179688,8.3282442,57.8854980,42.4656486,1059
9776164,0.1789551,-0.1062012,1.0754394,16.5267181,9.4961833,38.4580154,1059
9805496,-0.0546875,0.0827637,0.9541016,12.9236640,5.3816795,43.7251892,1059
9832232,0.0581055,-0.0478516,0.8969727,-1.9312976,15.5496187,34.9389305,1059
9859040,-0.0649414,0.0856934,0.9274903,12.7175569,19.5725193,40.0076332,1059
9885820,-0.2055664,0.3330078,0.7983398,-4.1068701,11.9541988,41.2900772,1059
9912576,0.1176758,0.0891113,1.5993652,-16.1832065,-6.3053436,30.6564884,1059
9939392,0.0571289,-0.0034180,0.3181152,4.5877861,-0.6488550,40.5572509,1059
9966108,0.0070801,0.0898438,1.6203613,17.4961833,32.4656486,28.5267181,1059
9995604,0.0871582,0.0065918,0.6059570,-19.1679382,5.1984734,32.1832046,1059
10022312,-0.0703125,-0.0578613,1.0551757,2.6183207,12.7328243,27.4580154,1059
10049112,-0.1608887,0.1354980,1.2937011,3.5190839,4.3358778,21.8091602,1059
10077380,-0.0410156,-0.0078125,1.1804199,3.6793892,5.8015265,21.1679382,1059
10104264,-0.0954590,0.1108398,0.7158203,5.0229005,6.8167939,25.0839691,1059
10130964,-0.3352051,0.0017090,0.9113770,2.4885497,9.5496187,24.0610694,1059
10157704,-0.0825195,-0.0498047,1.0236816,-9.2748088,6.3969464,21.3053436,1059
10187264,-0.3095703,0.0886231,0.8337403,11.0305347,4.0992364,22.9847335,1059
10213988,-0.2602539,0.0634766,1.1137695,-1.3816794,0.7175573,16.1221370,1062
10240756,-0.1164551,0.0583496,0.9787598,5.6335878,-2.2977099,15.9923667,1062
10267524,-0.0419922,0.0595703,1.0292968,-0.8549618,2.1908397,11.3740453,1062
10294260,-0.0329590,-0.0166016,1.0590820,-1.6335878,2.9160306,16.6412220,1062
10321024,-0.0678711,-0.0383301,0.9438477,-4.7633585,6.1297707,5.0534353,1062
10350500,-0.1584473,0.0695801,0.8981934,2.4961831,-1.9923664,9.5801525,1062
10377272,-0.0556641,0.0366211,0.9826661,-0.3282443,-0.0381679,8.2977094,1062
10404012,-0.1679687,0.0549316,1.0834960,0.0305344,4.1297707,4.8854961,1062
10430668,-0.1889648,-0.1350098,0.8911133,-7.4122138,-2.5114502,5.4045801,1062
10457504,-0.0036621,-0.1479492,0.2846680,1.9007634,-9.3587789,-3.0763359,1062
10484292,-0.2521973,0.0183105,1.0007324,8.6259546,-59.7328262,10.9618320,1062
10511080,-0.6896973,0.1169434,0.2258301,-19.4045810,-79.3129806,8.8854961,1062
10540656,0.1127930,0.2875977,1.5688476,1.7022900,25.0687026,-3.5954198,1062
10567404,0.0014648,-0.1870117,0.9946290,4.4885497,24.2900772,9.5496187,1062
10594116,0.6232910,-0.0461426,0.9138184,2.1297709,-34.8244285,10.9083967,1062
10620912,-0.1025391,0.1098633,0.4003906,-24.7633590,49.6183204,25.3282451,1062
10647756,-0.1296387,0.1862793,0.2341309,-10.0458011,-4.7862596,27.7709922,1062
10674640,-0.1157227,-0.0749512,1.8681640,-0.2290076,-12.7557249,27.1526718,1062
10704272,0.3054199,0.0859375,0.4599609,-22.0916023,-17.8854961,17.7557258,1062
10731104,0.0156250,-0.0930176,0.8750000,0.1679389,7.7709922,27.5877857,1065
10757828,0.3908691,0.0878906,2.1088867,4.5877861,64.2442779,19.4198474,1065
10784560,0.1699219,0.1945801,0.5815430,-5.9160304,-21.9312973,15.0687026,1065
10811380,0.0693359,-0.1826172,0.4863281,-0.2519084,-2.2519083,26.5190830,1065
10838204,0.2670898,-0.0031738,1.2756347,3.6870229,-9.4809160,31.0000000,1065
10866436,0.2302246,-0.0598145,1.4238281,-4.9389314,-8.7404584,26.1679382,1065
10896004,0.2482910,-0.0351562,0.4177246,-9.2748088,23.3282451,40.8625946,1065
10922684,0.1665039,-0.2502441,1.0058593,10.2519083,-23.2900772,53.0228996,1065
10949384,0.1633301,0.1765137,0.9291993,-26.7099227,-6.6488547,50.2595405,1065
10976108,-0.1994629,0.1174316,0.8259278,-19.2900772,11.8778629,48.4351158,1065
11002840,-0.1054687,-0.0781250,0.7839355,13.2671756,41.5877876,49.9465637,1065
11029556,0.2089844,-0.0942383,1.1801757,16.0152664,18.2671756,52.4427490,1065
11058972,0.0070801,-0.0678711,0.5302734,3.3206107,6.3511452,51.6641235,1065
11085692,-0.2783203,0.2812500,1.0830078,-14.3893127,7.2748093,44.8015251,1065
11112360,-0.1384277,-0.0166016,1.0187988,-22.0916023,-17.9160308,52.5877876,1065
11139192,-0.4123535,0.1313477,0.6777344,-8.1068706,-23.2366409,44.1221389,1065
11165924,0.0808106,-0.0634766,1.4614257,23.6335868,65.2061080,41.4656486,1065
11192592,0.0273438,-0.0141602,0.9042969,23.2671756,-6.5496182,46.5190849,1065
11219292,-0.0444336,0.0703125,0.9206543,18.3893127,13.2977094,44.0152664,1065
11248744,-0.3234863,0.3728027,1.3771972,5.9312977,16.6183204,36.9236640,1068
11275536,-0.2531738,0.2880859,0.8999024,-6.3816795,-16.3664131,29.3587779,1068
11302412,0.0895996,0.0988770,0.3884277,7.7328243,-19.1603050,35.6946563,1068
11329152,-0.2280273,-0.0046387,1.2707519,-10.4427480,-6.5267176,36.9541969,1068
11356048,-0.1633301,-0.0573730,0.6030273,-4.8778624,-18.7786254,37.8549613,1068
11382968,-0.2128906,-0.0214844,0.6357422,-9.5419845,3.2519083,23.2137413,1068
11412552,-0.1071777,-0.0617676,1.2128906,4.0458016,-0.4351145,28.4122142,1068
11439360,-0.3093262,0.1608887,0.7104492,-5.8549618,-8.6946563,19.5877857,1068
11466192,-0.2080078,0.2312012,1.0073242,8.7022905,4.2442746,18.3893127,1068
11492920,-0.2949219,0.0612793,1.0424804,-4.7022900,-11.9923667,16.4580154,1068
11519780,-0.0246582,0.0036621,1.1911621,-0.0992366,-1.6412214,12.6412210,1068
11546604,-0.3017578,0.0832520,1.0305175,-1.1221374,0.1297710,17.6564884,1068
11573380,-0.2556152,0.0527344,0.9897461,-5.3511452,-10.1832065,15.9465646,1068
11603020,0.0310059,-0.0305176,0.7744141,-0.9236641,-4.0458016,7.4656486,1068
11629744,-0.1445312,0.0112305,0.9963379,5.1679387,9.4503812,13.0610685,1068
11658000,-0.1489258,-0.0239258,1.2238769,-3.1221373,0.9236641,8.8473281,1068
11684896,-0.1289062,0.0556641,0.6040039,-1.3435114,1.1832060,6.2748093,1068
11711584,-0.1403809,-0.0266113,1.3073730,7.4885497,13.5954198,9.5496187,1068
11738364,-0.0607910,0.0029297,0.9968262,-6.5114502,-10.6793889,0.3969466,1068
11767872,-0.3959961,0.5603027,0.0471191,0.7786260,-38.4656486,25.2442741,1071
11794652,-0.1401367,-0.0551758,2.0224609,-14.8854961,66.6793899,3.8473281,1071
11821488,0.5056152,-0.2438965,2.3295898,4.6412215,58.5496177,16.0534343,1071
11848244,-0.3266602,0.5402832,-0.1616211,20.6793899,44.5114517,34.2442741,1071
11875112,-0.5656738,0.3737793,0.5031738,-7.4351143,-8.1603050,11.9007635,1071
11901932,0.3398437,-0.3356934,2.6335449,-0.4198473,-6.9923663,14.5877866,1071
11928748,0.3801270,-0.4660645,1.0546875,2.6793892,44.0763359,-3.2442748,1071
11958292,1.0583496,0.1247559,1.9997558,11.9465646,30.4122142,14.1068706,1071
11985092,-0.6242676,0.0361328,-0.1689453,-6.0229005,25.3664131,52.2061080,1071
12011948,-0.0290527,0.1794434,1.4350585,30.4732818,-15.0992364,27.0152664,1071
12038816,0.1081543,-0.1630859,0.6950684,-33.8931312,8.9770994,28.5190830,1071
12065624,0.2907715,0.0432129,1.5024414,-12.4809160,47.5572509,33.0152664,1071
12092448,1.1860351,-0.3493652,2.3303222,-4.8396944,-4.6793894,4.1068701,1071
12121996,0.2683105,0.2612305,0.6662598,-1.8854961,-12.3969469,35.0610694,1071
12148832,0.4387207,0.1164551,1.3498535,6.6946563,7.1450381,44.5877876,1071
12175552,0.1818848,0.2634277,0.8244629,0.1068702,11.5038166,44.6793899,1071
12202288,0.2060547,-0.0434570,1.1391601,-6.0610685,-14.7022905,41.8244285,1071
12229136,0.1508789,0.1547852,0.7392578,-2.4656488,-21.8931293,48.1908378,1071
12255972,-0.0737305,-0.0371094,1.3132324,27.7786254,-3.6793892,56.0839691,1071
12282848,-0.0041504,0.3010254,0.7941895,-33.1526718,-6.4885497,44.0610694,1074
12312612,0.0478516,0.0456543,1.1494140,-10.4503812,-15.0839691,56.5496177,1074
12339340,-0.3747559,0.4089355,0.0561523,-5.1450381,-20.6335868,65.8931274,1074
12366076,-0.2517090,0.1152344,1.8046875,-6.6870226,18.5038166,54.2290077,1074
12392748,-0.0180664,0.1875000,0.5844727,-5.7480916,33.2977104,58.6106872,1074
12419436,-0.1909180,0.1909180,1.2297363,20.2900772,11.8702287,54.1145019,1074
12447644,-0.0561523,0.0727539,1.2072753,-15.1755723,-16.1068706,43.3053436,1074
12477252,-0.0541992,0.0139160,0.7653809,21.7557258,16.6564884,40.7328262,1074
12504060,0.1191406,-0.1306152,0.9365235,8.0839691,-17.7099227,42.9847335,1074
12530744,-0.0297852,0.0319824,0.8764649,-1.8625954,-1.5954198,43.2366409,1074
12557432,-0.1643066,0.3713379,1.0749511,-11.3893127,2.9389312,39.3435096,1074
12584132,-0.1250000,0.3278809,0.8867188,-5.1679387,-18.2519092,42.3893127,1074
12610856,0.0195312,-0.0749512,0.7148437,-17.1221370,-22.3206100,36.4809150,1074
12640360,-0.0773926,0.1940918,0.5520020,-5.4809160,7.4427480,33.3893127,1074
12667108,-0.2053223,0.4145508,1.2619628,0.4427481,-4.1068701,36.1603050,1074
12693884,-0.1635742,-0.0690918,0.7612305,-7.8091602,6.9923663,31.2595424,1074
12720684,-0.1586914,0.0656738,0.6628418,12.5572519,8.0839691,27.7709922,1074
12747432,-0.1181641,0.0600586,1.7426757,-7.8549618,-1.1679389,24.5954189,1074
12774256,-0.2697754,-0.0175781,0.5546875,-11.0152673,-20.8702297,25.7480907,1074
12801220,-0.0556641,0.0712891,0.7646484,1.5114503,8.8320608,20.6030540,1077
12830764,-0.2380371,0.0222168,1.2805175,6.2213740,4.7099237,21.2290077,1077
12857504,-0.1862793,0.0891113,0.6682129,1.6717556,-11.3358774,12.9312973,1077
12884356,0.0466309,-0.0541992,1.1687011,1.3435114,13.0152673,11.2900762,1077
12911132,-0.0083008,-0.0207520,1.2722167,-3.7709922,6.2824425,11.9312973,1077
12937952,0.5915527,0.3876953,0.8059082,-6.1984734,-27.7557258,29.4274806,1077
12964764,-0.4960937,0.2099609,1.2219238,-11.8167934,86.1221389,28.5801525,1077
12994388,0.7541504,0.0705566,1.9360351,-3.0000000,40.1221389,16.8549613,1077
13021072,-0.3796387,0.2141113,0.2641602,-7.1526718,-5.3129773,26.2290077,1077
13047912,0.6716309,-0.0942383,1.0068359,8.0458011,5.2671756,17.7022895,1077
13074608,-0.8469239,-0.0183105,-0.6625977,0.0229008,-7.2900762,41.2824440,1077
